age,filt_d18O
1000.0,9.07604802567339
1010.0,9.07690579850416
1020.0,9.077771602617204
1030.0,9.078645454887258
1040.0,9.079527372023481
1050.0,9.080417370568316
1060.0,9.081315466896388
1070.0,9.08222167721338
1080.0,9.083136017554917
1090.0,9.084058503785467
1100.0,9.084989151597224
1110.0,9.085927976509009
1120.0,9.086874993865155
1130.0,9.08783021883443
1140.0,9.088793666408925
1150.0,9.089765351402956
1160.0,9.09074528845198
1170.0,9.091733492011496
1180.0,9.092729976355965
1190.0,9.093734755577731
1200.0,9.094747843585939
1210.0,9.095769254105452
1220.0,9.096799000675784
1230.0,9.097837096650029
1240.0,9.098883555193801
1250.0,9.099938389284162
1260.0,9.10100161170857
1270.0,9.102073235063814
1280.0,9.103153271754978
1290.0,9.10424173399438
1300.0,9.105338633800544
1310.0,9.106443982997147
1320.0,9.107557793211987
1330.0,9.108680075875947
1340.0,9.109810842221966
1350.0,9.11095010328401
1360.0,9.112097869896049
1370.0,9.11325415269105
1380.0,9.114418962099956
1390.0,9.11559230835068
1400.0,9.1167742014671
1410.0,9.117964651268059
1420.0,9.11916366736636
1430.0,9.120371259167785
1440.0,9.12158743587011
1450.0,9.122812206462124
1460.0,9.124045579722646
1470.0,9.125287564219562
1480.0,9.126538168308851
1490.0,9.12779740013363
1500.0,9.129065267623183
1510.0,9.130341778492014
1520.0,9.131626940238913
1530.0,9.132920760146007
1540.0,9.13422324527782
1550.0,9.135534402480348
1560.0,9.136854238380126
1570.0,9.138182759383321
1580.0,9.139519971674803
1590.0,9.14086588121724
1600.0,9.142220493750196
1610.0,9.143583814789242
1620.0,9.144955849625052
1630.0,9.146336603322531
1640.0,9.14772608071992
1650.0,9.149124286427938
1660.0,9.150531224828912
1670.0,9.151946900075911
1680.0,9.15337131609189
1690.0,9.154804476568836
1700.0,9.156246384966938
1710.0,9.15769704451374
1720.0,9.15915645820332
1730.0,9.16062462879547
1740.0,9.162101558814866
1750.0,9.163587250550274
1760.0,9.165081706053734
1770.0,9.166584927139773
1780.0,9.168096915384622
1790.0,9.169617672125424
1800.0,9.17114719845947
1810.0,9.172685495243421
1820.0,9.174232563092556
1830.0,9.17578840238002
1840.0,9.177353013236074
1850.0,9.17892639554736
1860.0,9.180508548956169
1870.0,9.182099472859713
1880.0,9.18369916640941
1890.0,9.185307628510184
1900.0,9.186924857819772
1910.0,9.18855085274802
1920.0,9.190185611456213
1930.0,9.191829131856391
1940.0,9.193481411610678
1950.0,9.195142448130627
1960.0,9.196812238576566
1970.0,9.198490779856959
1980.0,9.20017806862777
1990.0,9.201874101291835
2000.0,9.203578873998252
2010.0,9.205292382641765
2020.0,9.207014622862168
2030.0,9.208745590043714
2040.0,9.210485279314533
2050.0,9.212233685546058
2060.0,9.21399080335245
2070.0,9.215756627090045
2080.0,9.217531150856809
2090.0,9.219314368491801
2100.0,9.22110627357465
2110.0,9.222906859425027
2120.0,9.224716119102146
2130.0,9.22653404540425
2140.0,9.228360630868123
2150.0,9.230195867768606
2160.0,9.232039748118133
2170.0,9.233892263666261
2180.0,9.235753405899224
2190.0,9.237623166039471
2200.0,9.239501535045235
2210.0,9.241388503610112
2220.0,9.243284062162644
2230.0,9.24518820086591
2240.0,9.24710090961714
2250.0,9.24902217804732
2260.0,9.250951995520817
2270.0,9.252890351135022
2280.0,9.25483723371998
2290.0,9.25679263183805
2300.0,9.258756533783567
2310.0,9.26072892758253
2320.0,9.262709800992274
2330.0,9.264699141501161
2340.0,9.26669693632829
2350.0,9.268703172423207
2360.0,9.27071783646564
2370.0,9.272740914865233
2380.0,9.274772393761292
2390.0,9.27681225902254
2400.0,9.278860496246885
2410.0,9.280917090761198
2420.0,9.282982027621097
2430.0,9.285055291610757
2440.0,9.287136867242706
2450.0,9.289226738757645
2460.0,9.291324890124278
2470.0,9.293431305039164
2480.0,9.295545966926559
2490.0,9.297668858938286
2500.0,9.299799963953607
2510.0,9.30193926457911
2520.0,9.304086743148595
2530.0,9.306242381722997
2540.0,9.308406162090296
2550.0,9.310578065765444
2560.0,9.312758073990308
2570.0,9.314946167733627
2580.0,9.317142327690979
2590.0,9.319346534284744
2600.0,9.321558767664092
2610.0,9.323779007704978
2620.0,9.326007234010154
2630.0,9.328243425909184
2640.0,9.330487562458469
2650.0,9.332739622441286
2660.0,9.33499958436784
2670.0,9.337267426475334
2680.0,9.339543126728042
2690.0,9.341826662817395
2700.0,9.344118012162081
2710.0,9.346417151908158
2720.0,9.348724058929161
2730.0,9.351038709826243
2740.0,9.353361080928309
2750.0,9.355691148292175
2760.0,9.358028887702734
2770.0,9.36037427467312
2780.0,9.362727284444906
2790.0,9.365087891988296
2800.0,9.367456072002339
2810.0,9.369831798915158
2820.0,9.372215046884168
2830.0,9.374605789796332
2840.0,9.37700400126841
2850.0,9.379409654647231
2860.0,9.381822723009966
2870.0,9.384243179164425
2880.0,9.386670995649347
2890.0,9.389106144734717
2900.0,9.39154859842209
2910.0,9.393998328444923
2920.0,9.396455306268914
2930.0,9.398919503092364
2940.0,9.40139088984654
2950.0,9.403869437196061
2960.0,9.40635511553928
2970.0,9.408847895008703
2980.0,9.411347745471387
2990.0,9.41385463652937
3000.0,9.416368537520109
3010.0,9.418889417516922
3020.0,9.421417245329454
3030.0,9.42395198950414
3040.0,9.426493618324685
3050.0,9.429042099812555
3060.0,9.43159740172748
3070.0,9.434159491567957
3080.0,9.43672833657179
3090.0,9.439303903716617
3100.0,9.441886159720461
3110.0,9.44447507104229
3120.0,9.447070603882578
3130.0,9.44967272418389
