age,d18O_hp
0.14,0.006912752068316597
0.34,-0.08776403801517281
0.54,-0.0896914921155614
0.7400000000000001,-0.13750716580557748
0.9400000000000001,-0.09984652781252837
1.1400000000000001,-0.05641345506755694
1.3400000000000003,-0.1245865303050995
1.54,0.022724554724260486
1.7400000000000002,-0.08738466338121047
1.94,-0.06852720396937527
2.14,-0.06770283370554636
2.3400000000000003,-0.047440661625899425
2.5400000000000005,-0.03084019621818305
2.74,-0.0368185445932752
2.9400000000000004,0.1493159320985385
3.14,0.1990371513107307
3.3400000000000003,0.07773303820557409
3.5400000000000005,0.04085920540448247
3.74,0.07340030988808703
3.9400000000000004,0.022300629989492667
4.14,-0.0047207538772684925
4.34,-0.10763171761002345
4.54,-0.014087337338759335
4.74,-0.1086609364941141
4.94,0.0921555934735893
5.14,0.00944373116252124
5.34,-0.03803440378822915
5.54,-0.04435960193269885
5.74,0.0037515984287314072
5.94,0.03144632259908469
6.14,0.014642402988985313
6.34,-0.0644954061950659
6.54,0.006066880595865752
6.74,0.01662396139366441
6.94,-0.013331177909479514
7.14,-0.03190820810889575
7.34,-0.13952045779026973
7.54,-0.1250244312931654
7.74,0.008563697107482116
7.94,-0.0696715357425435
8.14,-0.06846631766916507
8.340000000000002,-0.050437880815381364
8.540000000000001,-0.03186344146116898
8.74,-0.012728343956948836
8.940000000000001,0.010818966294173336
9.14,0.04393715482240628
9.340000000000002,0.07100578074444833
9.540000000000001,0.08871601591393115
9.740000000000002,0.07161275906831308
9.940000000000001,0.01179762097379497
10.14,-0.002088301022084898
10.340000000000002,0.021500050384033343
10.540000000000001,0.09058041829055476
10.740000000000002,0.18978127197801367
10.940000000000001,0.13879559970143868
11.14,0.02298460935923823
11.340000000000002,0.09824775740810864
11.540000000000001,0.1966142732911927
11.740000000000002,0.14128921564309824
11.940000000000001,0.12308534415994955
12.14,0.10315438492280524
12.340000000000002,0.08127439889167594
12.540000000000001,0.057227208052031193
12.740000000000002,0.030801744740894817
12.940000000000001,0.0017974938905894926
13.14,-0.029972031585244707
13.340000000000002,-0.05482394829176222
13.540000000000001,-0.06798049803113872
13.740000000000002,-0.08434370377648771
13.940000000000001,-0.10401076316583786
14.14,-0.12704921181871293
14.340000000000002,-0.15349458076414565
14.540000000000001,-0.15565754299442594
14.740000000000002,-0.1335041972527565
14.940000000000001,-0.05524739798840465
15.14,0.048514362718501215
15.340000000000002,0.08743784978623106
15.540000000000001,-0.2389198517076756
15.740000000000002,-0.4584574415263674
15.940000000000001,-0.06254821045475936
16.14,0.037638880409162676
16.34,-0.10842183232826545
16.540000000000003,-0.4968957707810409
16.740000000000002,-0.2428851623864477
16.94,-0.07340910446588628
17.14,-0.12046808739165697
17.34,-0.3911906209173854
17.540000000000003,0.023038562875004543
17.740000000000002,0.018248221247969463
17.94,0.21967692284825951
18.14,0.23150109529762167
18.34,0.16261324911616762
18.540000000000003,0.2554588237583229
18.740000000000002,0.38116067959695593
18.94,0.29811696962572953
19.14,0.2859067434320326
19.340000000000003,0.17144667349293835
19.540000000000003,0.3015567089920093
19.740000000000002,0.15025507020572934
19.94,0.20952670435678172
20.14,0.09351878023925496
20.340000000000003,0.15720715437286883
20.540000000000003,0.08892663086496427
20.740000000000002,0.040921564265676454
20.94,0.024848620700812875
21.14,-0.14633649468238902
21.340000000000003,0.024104777174032477
21.540000000000003,0.04886589123366132
21.740000000000002,0.01901254049026094
21.94,-0.007597626949434853
22.14,-0.09590287344703313
22.340000000000003,-0.04486310839911986
22.540000000000003,-0.1854315134859666
22.740000000000002,-0.1848224734250663
22.94,-0.06280173079978142
23.14,-0.12068210161474399
23.340000000000003,-0.07234618027669565
23.540000000000003,-0.11142738525152328
23.740000000000002,-0.08170241078534762
23.94,-0.34368776253960587
24.14,-0.1594224472510296
24.340000000000003,-0.12711377307013694
24.540000000000003,-0.021724773187714708
24.740000000000002,-0.05492841816626093
24.94,-0.10102780570533637
25.14,0.01519349022993697
25.340000000000003,-0.0615739690521601
25.540000000000003,0.04421224984307186
25.740000000000002,0.017401154660822205
25.94,0.09919173160177755
26.14,0.10048398038750903
26.340000000000003,0.11257791106636106
26.540000000000003,0.08929849200288839
26.740000000000002,-0.013613944267944274
26.94,0.029028624430041255
27.14,0.1478930813383723
