age,d18O,filt_interp,residual,pre,obl
1048.0,-54.47,-53.53872551594695,-0.9312744840530485,0.01711264,0.41146052000000005
1092.0,-53.59,-53.5909758244782,0.0009758244781963299,0.01710956,0.41155908
1127.0,-53.48,-53.63223019115078,0.1522301911507853,0.01710252,0.41163721000000003
1175.0,-55.88,-53.68834443319168,-2.191655566808322,0.017091,0.41174425000000003
1218.0,-54.03,-53.73814876698863,-0.2918512330113714,0.0170778,0.41183996
1257.0,-54.58,-53.78292396434605,-0.7970760356539515,0.0170622,0.41192654
1310.0,-54.36,-53.843156022673014,-0.5168439773269853,0.0170393,0.41204419999999997
1341.0,-54.78,-53.87804575291989,-0.9019542470801127,0.01702163,0.41211302
1384.0,-55.48,-53.92601641525437,-1.5539835847456303,0.01699712,0.41220848
1445.0,-54.39,-53.99320058253561,-0.3967994174643934,0.0169547,0.41234345
1483.0,-56.83,-54.034524088183105,-2.7954759118168937,0.01692658,0.41242743000000004
1533.0,-55.1,-54.08826251233912,-1.0117374876608807,0.016884299999999998,0.4125376
1592.0,-54.23,-54.150724277484414,-0.07927572251558246,0.016831199999999998,0.4126674
1635.0,-54.51,-54.19558315888443,-0.3144168411155661,0.0167869,0.41276165000000004
1674.0,-54.25,-54.235775637632344,-0.01422436236765634,0.01674556,0.41284706
1735.0,-53.65,-54.29768059148092,0.6476805914809205,0.01667565,0.41298029999999997
1779.0,-55.67,-54.3415957216275,-1.3284042783725027,0.01662241,0.41307622
1827.0,-55.99,-54.388773973297496,-1.6012260267025056,0.01656001,0.41318059
1891.0,-54.93,-54.45048782654206,-0.47951217345794106,0.01647233,0.41331947
1932.0,-56.16,-54.48929315364805,-1.6707068463519477,0.01641136,0.41340812
1973.0,-55.52,-54.52752060679641,-0.9924793932035954,0.01634904,0.41349668
2038.0,-55.48,-54.586926566571826,-0.8930734334281709,0.01624492,0.41363632
2074.0,-55.61,-54.619181373744,-0.9908186262560008,0.01618516,0.41371336
2126.0,-55.02,-54.66495697204742,-0.3550430279525827,0.01609494,0.41382464
2192.0,-56.77,-54.721643849314475,-2.048356150685528,0.01597548,0.41396588
2235.0,-55.05,-54.757715617617386,-0.29228438238261134,0.01589275,0.4140572
2285.0,-55.35,-54.798797519678345,-0.5512024803216562,0.01579525,0.41416319999999995
2347.0,-56.0,-54.848439656302446,-1.151560343697554,0.0156673,0.41429416999999996
2397.0,-57.39,-54.88741334569712,-2.502586654302881,0.015562300000000001,0.41439967
2460.0,-54.26,-54.935162690260505,0.6751626902605068,0.0154222,0.4145314
2530.0,-53.84,-54.986423615762305,1.146423615762302,0.0152619,0.41467740000000003
2569.0,-55.8,-55.01416067741013,-0.7858393225898652,0.01516947,0.41475852
2619.0,-56.74,-55.04885074047551,-1.6911492595244937,0.0150485,0.41486214
2677.0,-56.44,-55.08786038022315,-1.3521396197768496,0.0149035,0.41498162
2710.0,-54.75,-55.10946776525827,0.3594677652582732,0.0148197,0.41504949999999996
2835.0,-54.41,-55.18740015477932,0.7774001547793219,0.0144864,0.41530505
2853.0,-52.66,-55.19811221677526,2.5381122167752608,0.01443672,0.41534159
2887.0,-54.72,-55.21799611070111,0.4979961107011093,0.01434288,0.41541061
3067.0,-54.6,-55.315582930579595,0.7155829305795933,0.013817,0.415773
3099.0,-56.85,-55.33158306503751,-1.518416934962488,0.013720999999999999,0.415837
3196.0,-54.7,-55.37757987310716,0.6775798731071561,0.01341848,0.41602908
3267.0,-55.31,-55.40888391483185,0.09888391483184478,0.01318825,0.41616899
3339.0,-54.74,-55.43859538960466,0.6985953896046553,0.01294957,0.41631005
3447.0,-56.56,-55.47933341751527,-1.0806665824847315,0.0125795,0.41651924
3553.0,-55.06,-55.51489693147525,0.4548969314752469,0.01220161,0.41672223
3688.0,-55.08,-55.5539340742497,0.4739340742497049,0.011701,0.41697832
3790.0,-55.8,-55.57884564796793,-0.22115435203206601,0.011305899999999999,0.4171693
3823.0,-54.87,-55.58606992911491,0.7160699291149157,0.011175,0.41723032
3893.0,-53.98,-55.60006843115779,1.6200684311577902,0.010895,0.41735912000000003
3962.0,-54.68,-55.612114946932,0.9321149469320034,0.01061032,0.41748546000000003
4065.0,-55.42,-55.62691104578661,0.20691104578661168,0.01017415,0.41767200000000004
4167.0,-56.77,-55.637880947851755,-1.1321190521482478,0.009728529999999999,0.41785426
4237.0,-55.43,-55.64333284300548,0.21333284300548172,0.00941576,0.41797775
4306.0,-55.04,-55.647086663441904,0.6070866634419048,0.00910328,0.41809844
4341.0,-56.32,-55.64838713745407,-0.6716128625459277,0.00894158,0.41815934
4480.0,-55.38,-55.64962429935787,0.269624299357865,0.008291399999999999,0.41839800000000005
4583.0,-55.84,-55.64660734355446,-0.19339265644554615,0.0077986,0.41857227
4652.0,-55.69,-55.64278061647482,-0.04721938352517441,0.00746324,0.4186868
4687.0,-54.64,-55.64029905967253,1.0002990596725283,0.00729244,0.41874455000000005
4824.0,-54.85,-55.627184062455555,0.7771840624555537,0.006613760000000001,0.41896764
4858.0,-54.62,-55.62311606708495,1.003116067084953,0.00644342,0.41902238
4925.0,-55.88,-55.6141749175398,-0.26582508246020353,0.0061065,0.41912925
4994.0,-55.37,-55.60372645093494,0.23372645093494526,0.00575736,0.41923758
5094.0,-55.3,-55.58642586104002,0.28642586104002277,0.00524854,0.4193927
5200.0,-55.08,-55.565422415001905,0.4854224150019064,0.004704,0.419554
5270.0,-55.95,-55.55011639290646,-0.39988360709354254,0.0043414,0.419659
5444.0,-54.41,-55.507436222183415,1.0974362221834184,0.00343156,0.41991336
5561.0,-55.8,-55.47528611023642,-0.3247138897635793,0.00281431,0.4200794
5668.0,-54.58,-55.44365760446352,0.8636576044635191,0.00224556,0.42022783999999996
5737.0,-55.38,-55.422209900103596,0.042209900103593156,0.00187668,0.42032195
5842.0,-55.77,-55.38810356318481,-0.3818964368151896,0.00131304,0.42046202
5911.0,-54.73,-55.36478969516356,0.6347896951635619,0.0009415999999999999,0.42055219000000005
5982.0,-55.02,-55.34010594143658,0.3201059414365801,0.0005582,0.42064378
6089.0,-55.21,-55.30168220177762,0.09168220177762265,-2.137999999999999e-05,0.42077914
6197.0,-54.6,-55.261546994220055,0.6615469942200534,-0.00060771,0.42091133999999997
6270.0,-54.45,-55.233733762794415,0.7837337627944123,-0.0010041,0.4209983
6345.0,-53.89,-55.20464275369375,1.3146427536937466,-0.00141135,0.4210862
6419.0,-54.98,-55.17548238179648,0.1954823817964808,-0.0018131699999999998,0.42117147
6530.0,-55.31,-55.130999325794875,-0.17900067420512755,-0.0024156,0.421296
6642.0,-54.13,-55.085371311574136,0.9553713115741331,-0.00302264,0.42141752
6753.0,-54.75,-55.03958600262032,0.2895860026203181,-0.0036232,0.42153359
6826.0,-55.16,-55.0092504000401,-0.15074959995989445,-0.00401688,0.42160774
6899.0,-55.35,-54.97879242287056,-0.3712075771294394,-0.0044096199999999995,0.42168001
7008.0,-54.81,-54.933187272408446,0.12318727240844396,-0.00499488,0.42178436
7118.0,-53.69,-54.88714934812798,1.1971493481279794,-0.00558394,0.42188502
7191.0,-55.36,-54.85666486603878,-0.5033351339612224,-0.005973030000000001,0.42194999
7309.0,-54.95,-54.80763221574239,-0.14236778425761543,-0.006598430000000001,0.42205038
7384.0,-54.7,-54.77669679075375,0.07669679075375058,-0.00699368,0.42211188
7459.0,-55.95,-54.74599354916664,-1.2040064508333614,-0.00738598,0.42217102
7534.0,-54.34,-54.71557039528844,0.3755703952884346,-0.0077757799999999995,0.42222816
