age,d18O,filt_interp,residual,pre,obl
16950.0,4.0206,4.12225157513091,-0.10165157513091039,-0.000517,0.4122535
17010.0,3.9936,4.142088921588628,-0.14848892158862803,-0.0001855,0.41209670000000004
17070.0,3.9618,4.161944191689223,-0.2001441916892226,0.00014749999999999995,0.4119389
17130.0,4.0547,4.181806529405622,-0.12710652940562195,0.00048019999999999996,0.4117805
17190.0,4.1144,4.201665033144204,-0.0872650331442042,0.0008125999999999999,0.4116215
17250.0,4.0505,4.22150876839026,-0.17100876839025947,0.001145,0.41146150000000004
17300.0,4.0589,4.238026030000051,-0.17912603000005056,0.001422,0.411328
17360.0,3.7606,4.25781423233177,-0.4972142323317694,0.0017538000000000002,0.4111666
17420.0,4.1036,4.277556618377998,-0.17395661837799814,0.002085,0.411005
17480.0,4.3355,4.297242246512754,0.038257753487245694,0.002415,0.410843
17540.0,4.3399,4.316860204643836,0.02303979535616385,0.0027446,0.4106798
17590.0,4.4422,4.33314896732275,0.10905103267724936,0.0030191,0.4105433
17650.0,4.4007,4.352614672952032,0.04808532704796775,0.003347,0.4103795
17710.0,4.3403,4.371982065385944,-0.03168206538594376,0.0036742,0.4102155
17830.0,4.5786,4.410379289583784,0.16822071041621545,0.0043234,0.4098849
17940.0,4.6648,4.445121859707514,0.21967814029248522,0.0049136,0.40957980000000005
18060.0,4.6544,4.482449782089539,0.17195021791046106,0.005552,0.4092456
18180.0,4.7805,4.5191017051967,0.2613982948032998,0.0061832,0.40891
18300.0,4.7173,4.554999951948302,0.16230004805169784,0.006806,0.408573
18420.0,4.7536,4.590069830625432,0.16353016937456744,0.0074178,0.4082342
18540.0,4.8797,4.624239980252932,0.25546001974706734,0.0080198,0.4078934
18590.0,5.0457,4.638195766310491,0.40750423368950894,0.008268300000000001,0.4077514
18760.0,5.0621,4.684326489628232,0.3777735103717683,0.0090934,0.4072654
18890.0,5.0586,4.718147997839944,0.3404520021600561,0.009708,0.4068927
19030.0,4.9755,4.753071335216636,0.2224286647833642,0.0103481,0.4064903
19160.0,5.0816,4.784039261897654,0.2975607381023462,0.010922,0.4061146
19290.0,5.0114,4.81354177295808,0.19785822704192046,0.011478499999999999,0.4057389
19430.0,4.9681,4.843617582908543,0.12448241709145691,0.0120559,0.405333
19560.0,5.2038,4.869924699329313,0.3338753006706874,0.0125732,0.404956
19690.0,5.0615,4.894635234095706,0.1668647659042941,0.0130738,0.4045781
19830.0,5.0404,4.9194293278897465,0.12097067211025347,0.01359,0.404171
19960.0,5.1665,4.940743485900325,0.22575651409967534,0.0140514,0.4037934
20090.0,5.0435,4.9603989700549995,0.08310102994500035,0.0144979,0.403416
20230.0,5.0926,4.979705480165523,0.11289451983447663,0.0149564,0.4030103
20360.0,5.1613,4.9959071087539915,0.1653928912460083,0.0153626,0.4026346
20490.0,5.0854,5.01045613576441,0.07494386423558996,0.0157487,0.4022589
20630.0,5.139,5.024294553606606,0.11470544639339408,0.0161381,0.4018569
20760.0,5.0631,5.035469533585297,0.02763046641470357,0.0164762,0.4014838
20890.0,5.0469,5.045061192453093,0.0018388075469069065,0.0167912,0.4011125
21030.0,5.1205,5.053660028791,0.0668399712090002,0.017099800000000002,0.4007151
21160.0,4.8751,5.060080749414744,-0.18498074941474396,0.0173586,0.4003472
21290.0,5.128,5.065042294305932,0.06295770569406844,0.0175925,0.3999811
21430.0,5.0235,5.068811540344892,-0.04531154034489138,0.0178129,0.39959059999999996
21560.0,5.137,5.070908380166509,0.06609161983349043,0.0179898,0.39922979999999997
21690.0,5.1396,5.071714170133949,0.06788582986605096,0.0181418,0.3988706
21830.0,5.0027,5.07120934829699,-0.06850934829699007,0.0182733,0.3984874
21960.0,5.0731,5.069535294373951,0.0035647056260490473,0.0183684,0.398135
22090.0,4.9841,5.06676979726572,-0.08266979726572021,0.0184372,0.3977849
22230.0,4.9433,5.062650657721784,-0.11935065772178444,0.0184801,0.3974115
22370.0,5.033,5.057434905852299,-0.02443490585229835,0.0184927,0.3970419
22530.0,4.8674,5.050246704886066,-0.18284670488606647,0.0184703,0.3966246
22680.0,4.8213,5.042434040804244,-0.2211340408042437,0.0184148,0.3962384
22990.0,4.9914,5.023481198057817,-0.03208119805781706,0.0181938,0.3954579
23140.0,4.8925,5.013180744281293,-0.12068074428129272,0.0180362,0.39508879999999996
23300.0,4.9466,5.001544267298435,-0.054944267298434823,0.017836,0.394702
23450.0,4.8701,4.990135558599004,-0.12003555859900406,0.017613499999999997,0.3943465
23610.0,4.8729,4.977548090650676,-0.10464809065067637,0.0173467,0.3939741
23760.0,4.8873,4.965455815255235,-0.07815581525523552,0.0170638,0.3936324
23910.0,4.5734,4.953173741107382,-0.3797737411073818,0.0167548,0.3932981
24100.0,4.7863,4.937476346073755,-0.15117634607375496,0.016324,0.392885
24280.0,4.7343,4.9225948719513015,-0.18829487195130135,0.0158742,0.3925066
24470.0,4.9124,4.907014872794207,0.005385127205792983,0.0153556,0.3921186
24660.0,4.8234,4.891694235032615,-0.06829423503261456,0.0147922,0.3917446
24750.0,4.8313,4.884561102746699,-0.05326110274669915,0.014509000000000001,0.39157200000000003
24840.0,4.837,4.877522924055352,-0.040522924055352405,0.0142162,0.3914026
24940.0,4.7688,4.869826335695124,-0.1010263356951242,0.013879,0.3912178
25030.0,4.7645,4.863020780250238,-0.09852078025023836,0.0135634,0.39105460000000003
25120.0,4.84,4.856338963214977,-0.016338963214977298,0.0132356,0.390895
25210.0,4.9753,4.849788525671153,0.1255114743288468,0.0128997,0.39073800000000003
25310.0,4.7419,4.842672687205168,-0.10077268720516752,0.0125158,0.39056830000000003
25400.0,4.8532,4.8364212769624695,0.016778723037530696,0.012163,0.390418
25500.0,4.8281,4.829651784751136,-0.0015517847511361538,0.011762,0.390256
25590.0,4.9251,4.8237230995954405,0.10137690040455904,0.0113948,0.3901138
25770.0,4.8129,4.812346552944696,0.0005534470553039128,0.010645,0.3898397
25870.0,4.8104,4.806309929897176,0.004090070102823695,0.0102208,0.3896935
25960.0,4.9274,4.801053112709804,0.12634688729019583,0.0098356,0.389566
26050.0,4.8351,4.795964441317935,0.039135558682064975,0.0094495,0.3894425
26150.0,4.8978,4.790508323991143,0.10729167600885692,0.009019,0.3893095
26240.0,4.7126,4.785776044728849,-0.0731760447288492,0.0086286,0.38919319999999996
26330.0,4.8938,4.781212111218897,0.11258788878110249,0.008235,0.3890807
26520.0,4.8842,4.772124925030475,0.11207507496952474,0.0073934,0.3888566
26610.0,4.7776,4.768076302807487,0.009523697192512337,0.0069898,0.3887563
26710.0,4.7076,4.763766986874611,-0.056166986874610636,0.0065373,0.3886498
26800.0,4.8315,4.760055799846184,0.0714442001538158,0.006126,0.388558
26900.0,4.7721,4.756114055332006,0.01598594466799419,0.005665,0.38846
27000.0,4.8009,4.752359009755093,0.048540990244907434,0.0052,0.388368
27090.0,5.0248,4.7491347405541005,0.2756652594458995,0.0047743,0.38828969999999996
27190.0,4.7658,4.74571952183939,0.02008047816060987,0.0042986,0.3882063
27290.0,4.8656,4.742474550463537,0.1231254495364631,0.003819,0.3881287
27380.0,4.786,4.7396943533604174,0.04630564663958214,0.0033853999999999998,0.3880626
27480.0,4.7263,4.736754958819348,-0.01045495881934766,0.0029018000000000004,0.3879944
27580.0,4.856,4.73396642467197,0.12203357532802972,0.0024178000000000003,0.38793140000000004
27670.0,4.7564,4.73157978480962,0.024820215190380246,0.0019815,0.3878791
27770.0,4.7867,4.729057884583573,0.05764211541642705,0.0014965,0.3878256
27870.0,4.8584,4.726665432780594,0.13173456721940546,0.0010129,0.3877771
27960.0,4.6973,4.724616541016719,-0.027316541016718432,0.0005788,0.3877378
28060.0,4.7273,4.722448727757659,0.004851272242341054,9.860000000000001e-05,0.38769939999999997
28160.0,4.7075,4.720387740808894,-0.012887740808894321,-0.00037859999999999993,0.3876658
28250.0,4.6977,4.718617620285429,-0.020917620285429095,-0.0008055,0.38764
28350.0,4.6579,4.716737678623788,-0.05883767862378786,-0.001277,0.38761650000000003
28450.0,4.8075,4.714941447501305,0.09255855249869516,-0.001745,0.387598
28540.0,4.7977,4.713389824103849,0.08431017589615042,-0.0021624,0.3875856
28640.0,4.7104,4.71173071754613,-0.0013307175461303444,-0.0026218,0.387577
28740.0,4.75,4.710132334308213,0.039867665691787124,-0.0030768,0.38757359999999996
28830.0,4.63,4.708739261227091,-0.07873926122709118,-0.0034821,0.3875748
28930.0,4.775,4.707234851689383,0.06776514831061764,-0.0039276,0.387582
29040.0,4.625,4.7056240635160576,-0.08062406351605755,-0.0044114,0.3875954
29150.0,4.68,4.7040498217908375,-0.02404982179083781,-0.004888,0.3876155
29260.0,4.69,4.702502429371752,-0.012502429371751944,-0.0053574,0.38764160000000003
29370.0,4.56,4.700972436088392,-0.1409724360883926,-0.0058189,0.3876744
29480.0,4.75,4.699450662208693,0.0505493377913071,-0.0062728,0.3877136
29590.0,4.695,4.697928220420752,-0.0029282204207516926,-0.0067186,0.3877588
29700.0,4.62,4.6963965363681455,-0.07639653636814536,-0.007156,0.387811
29840.0,4.6908,4.694420786367749,-0.0036207863677484298,-0.0076982,0.3878872
29990.0,4.7158,4.692254165996908,0.023545834003091848,-0.0082646,0.3879787
30130.0,4.6854,4.690169481679299,-0.004769481679299581,-0.0087741,0.3880752
30270.0,4.7411,4.688009988607795,0.05309001139220548,-0.0092683,0.3881823
30420.0,4.7356,4.68559843604834,0.050001563951659556,-0.009779399999999999,0.38830780000000004
30560.0,4.7364,4.683243739621436,0.05315626037856358,-0.0102394,0.3884354
30700.0,4.6961,4.680777695217338,0.0153223047826625,-0.010683,0.388572
30840.0,4.6722,4.6781907083450776,-0.005990708345077422,-0.0111078,0.3887196
30980.0,4.6773,4.675474345300542,0.0018256546994575018,-0.0115164,0.38887540000000004
31110.0,4.6525,4.672829795817215,-0.020329795817215057,-0.0118832,0.3890293
31250.0,4.6371,4.669844432721757,-0.0327444327217572,-0.0122595,0.389204
31390.0,4.6729,4.666711730490748,0.006188269509252109,-0.0126178,0.3893877
31530.0,4.6177,4.663427851587584,-0.045727851587583856,-0.012953,0.38958160000000003
31660.0,4.6728,4.660240809187058,0.012559190812941878,-0.013244800000000001,0.3897692
31800.0,4.6989,4.6566588031958185,0.04224119680418159,-0.013539,0.38998
31940.0,4.61,4.652920982110472,-0.042920982110471684,-0.0138054,0.3902004
32080.0,4.651,4.64902796242131,0.0019720375786898003,-0.0140468,0.3904298
32210.0,4.6184,4.6452755204151135,-0.026875520415113208,-0.014248199999999996,0.3906504
32350.0,4.7919,4.641088922140787,0.15081107785921333,-0.014440500000000002,0.39089650000000004
32490.000000000004,4.6638,4.6367550785385125,0.027044921461487625,-0.014612100000000005,0.3911507
32590.000000000004,4.4616,4.633571904750237,-0.1719719047502375,-0.014720300000000004,0.3913382
32690.0,4.6331,4.630318024204964,0.002781975795035585,-0.014817399999999996,0.3915289
32800.0,4.7163,4.62665981122471,0.08964018877529067,-0.014912,0.391744
32900.0,4.5191,4.623265137365953,-0.10416513736595334,-0.014987,0.391944
33000.0,4.5176,4.619807583900009,-0.10220758390000917,-0.015053,0.392148
33110.0,4.4784,4.61593523621896,-0.13753523621896058,-0.0151136,0.3923771
33210.0,4.5616,4.612355663723701,-0.05075566372370055,-0.0151587,0.3925886
33310.0,4.6748,4.608723222306056,0.0660767776939446,-0.0151946,0.3928049
33410.0,4.6783,4.6050415751724065,0.0732584248275936,-0.0152196,0.3930243
33520.0,4.5722,4.600939548080697,-0.02873954808069712,-0.015235199999999999,0.3932702
33620.0,4.4562,4.5971673773153645,-0.14096737731536457,-0.0152392,0.393497
33720.0,4.568,4.593358602720035,-0.025358602720035428,-0.015233199999999999,0.3937276
33830.0,4.585,4.5891319821673315,-0.0041319821673315715,-0.015214799999999999,0.3939851
33910.0,4.629,4.586037142671177,0.042962857328822324,-0.015194599999999999,0.394175
34000.0,4.4984,4.5825377862307315,-0.08413778623073132,-0.015164,0.394391
34090.0,4.5409,4.579023184435843,-0.03812318443584317,-0.0151244,0.3946097
34180.0,4.5498,4.5754970230482845,-0.02569702304828425,-0.0150776,0.3948308
34260.0,4.5026,4.57235600776657,-0.06975600776656954,-0.015028600000000001,0.39502940000000003
34350.0,4.4382,4.568818401669142,-0.13061840166914163,-0.0149665,0.3952555
34440.0,4.635,4.56528040260889,0.06971959739111,-0.0148968,0.395484
34520.0,4.7067,4.5621384398077005,0.14456156019229915,-0.014828200000000001,0.3956886
34610.0,4.69,4.558610751066447,0.1313892489335533,-0.014742700000000001,0.3959211
34700.0,4.685,4.555094507245438,0.12990549275456154,-0.01465,0.396156
34960.0,4.595,4.545039698245546,0.04996030175445387,-0.0143342,0.3968474
35050.0,4.66,4.5416086334614265,0.11839136653857363,-0.014209,0.39709099999999997
35130.0,4.615,4.5385860081445895,0.07641399185541076,-0.0140908,0.3973092
35220.0,4.57,4.535220189654598,0.03477981034540267,-0.0139506,0.3975564
35310.0,4.595,4.531895317854566,0.06310468214543352,-0.0138038,0.39780590000000005
35390.0,4.56,4.528977843721097,0.031022156278902813,-0.0136662,0.3980291
35480.0,4.52,4.525742436238203,-0.005742436238203474,-0.013505,0.3982818
35570.0,4.39,4.52256079061146,-0.13256079061146053,-0.0133367,0.39853679999999997
35670.0,4.42,4.519094032596924,-0.09909403259692429,-0.0131428,0.3988215
35770.0,4.45,4.515705057700313,-0.06570505770031243,-0.0129419,0.39910860000000004
35870.0,4.52,4.512399768905711,0.007600231094288645,-0.012733300000000001,0.3993973
35980.0,4.48,4.50886753405877,-0.02886753405876963,-0.012495599999999999,0.3997176
36080.0,4.53,4.5057567406046335,0.024243259395366756,-0.012272799999999999,0.4000104
36190.0,4.42,4.5024520441814175,-0.0824520441814176,-0.012021899999999999,0.4003336
36300.0,4.585,4.499277013479276,0.0857229865207243,-0.011763,0.400659
36420.0,4.61,4.495969272719241,0.11403072728075969,-0.0114718,0.4010168
36530.0,4.68,4.493087140198245,0.18691285980175465,-0.0111994,0.401346
36650.0,4.56,4.4901140364164185,0.06988596358358112,-0.0108945,0.40170700000000004
36770.0,4.58,4.487326646016025,0.09267335398397503,-0.0105833,0.4020694
36880.0,4.54,4.484940533612755,0.05505946638724524,-0.010293,0.4024032
36990.0,4.5635,4.482720992762378,0.08077900723762266,-0.009996999999999999,0.40273760000000003
37110.0,4.587,4.48049462854059,0.1065053714594093,-0.009669400000000002,0.4031046
37230.0,4.5728,4.47847630343732,0.09432369656267969,-0.0093367,0.4034721
37340.0,4.6,4.4768122832527775,0.12318771674722218,-0.009026000000000001,0.4038098
37460.0,4.5708,4.475202852393616,0.0955971476063846,-0.008681,0.4041788
37570.0,4.5189,4.473918009659838,0.0449819903401627,-0.0083585,0.4045183
37690.0,4.4169,4.472725221829408,-0.055825221829407745,-0.008,0.4048891
37800.0,4.4155,4.47182340336278,-0.05632340336278041,-0.007666,0.40523
37920.0,4.3692,4.47104773647725,-0.1018477364772501,-0.0072943999999999995,0.405601
38030.0,4.3005,4.470525838654434,-0.17002583865443377,-0.0069477,0.405942
38150.0,4.3954,4.470159914396341,-0.07475991439634022,-0.0065605,0.406314
38260.0,4.231,4.470007420385053,-0.23900742038505296,-0.0062006,0.406655
38380.0,4.3178,4.4700355932131,-0.1522355932131001,-0.0058042,0.40702699999999997
38500.0,4.2864,4.470260350029763,-0.18386035002976264,-0.005405,0.407399
38620.0,4.1777,4.470673929090647,-0.292973929090647,-0.0050028,0.4077708
38740.0,4.2532,4.471267384687691,-0.21806738468769105,-0.0045992,0.4081416
38860.0,4.2151,4.472030614529187,-0.2569306145291872,-0.0041942,0.40851180000000004
38980.0,4.2674,4.472952398377112,-0.2055523983771117,-0.0037894,0.4088814
39100.0,4.3663,4.4740204477492815,-0.10772044774928169,-0.003388,0.40925
39230.0,4.4094,4.47532711341311,-0.0659271134131103,-0.0029538,0.4096478
39350.0,4.4623,4.476656091565138,-0.014356091565137952,-0.0025535,0.410014
39470.0,4.4841,4.4780874186788475,0.006012581321152233,-0.0021546,0.4103788
39590.0,4.4722,4.479605171353557,-0.007405171353557449,-0.0017561999999999999,0.4107427
39710.0,4.5385,4.481192757679603,0.0573072423203973,-0.0013579,0.411104
39830.0,4.502,4.4828330178037765,0.01916698219622326,-0.0009607,0.4114637
39970.0,4.6647,4.4847896973392904,0.1799103026607094,-0.0004973,0.4118809
40120.0,4.4388,4.4869065892089806,-0.04810658920898092,-2.1999999999999993e-06,0.4123248
40270.0,4.5118,4.489009754079649,0.022790245920351282,0.0004913000000000001,0.4127651
40410.0,4.5715,4.490928678959139,0.0805713210408614,0.0009507,0.4131729
40560.0,4.5933,4.492903714568027,0.1003962854319731,0.0014406,0.4136058
40710.0,4.6354,4.494760508150095,0.14063949184990499,0.0019283999999999998,0.4140354
40860.0,4.6311,4.49646456616918,0.13463543383081955,0.0024132,0.4144602
41010.0,4.5954,4.497982513205018,0.0974174867949813,0.002895,0.41488080000000005
41160.0,4.5356,4.499282402061237,0.03631759793876288,0.0033744,0.4152966
41310.0,4.5068,4.500334008187845,0.006465991812155458,0.0038494000000000002,0.4157082
41450.0,4.5556,4.501066569755354,0.0545334302446463,0.0042875,0.4160875
41580.0,4.4044,4.501512570718039,-0.09711257071803914,0.0046886,0.4164356
41700.0,4.3974,4.501710252528442,-0.10431025252844162,0.005055,0.416753
41810.0,4.4776,4.501701226616024,-0.02410122661602454,0.005385699999999999,0.4170419
41920.0,4.4085,4.501502332054523,-0.0930023320545228,0.0057116,0.4173264
42030.0,4.4688,4.5011067804686,-0.03230678046860014,0.0060324,0.4176082
42140.0,4.4727,4.500508687374312,-0.027808687374312413,0.0063476,0.4178864
42300.0,4.4518,4.499267231804646,-0.04746723180464585,0.006798,0.418285
42450.0,4.5641,4.497694540413185,0.06640545958681443,0.007209,0.41865199999999997
42590.0,4.5951,4.495864311999544,0.09923568800045679,0.0075834,0.418989
42730.0,4.554,4.493682123012186,0.06031787698781432,0.0079488,0.4193192
42870.0,4.5856,4.49114877530626,0.09445122469374034,0.008303699999999999,0.419644
43010.0,4.5426,4.4882678827696,0.0543321172304001,0.0086499,0.41996239999999996
43140.0,4.5442,4.485287158640246,0.05891284135975372,0.008958599999999999,0.42025199999999996
43280.0,4.4607,4.481756651432145,-0.0210566514321453,0.009283,0.4205576
43370.0,4.3223,4.479316805322152,-0.15701680532215168,0.0094865,0.4207508
43470.0,4.5058,4.47645491350404,0.029345086495959904,0.009708,0.4209627
43560.0,4.4931,4.473747994570827,0.019352005429173147,0.0099042,0.42115020000000003
43660.0,4.481,4.470600453748629,0.01039954625137085,0.0101182,0.4213548
43760.0,4.4758,4.467312590411735,0.008487409588264327,0.0103278,0.421556
43850.0,4.4152,4.4642399444584004,-0.049039944458400875,0.0105135,0.4217345
43950.0,4.4804,4.4607073920344265,0.019692607965573927,0.010716,0.421929
44050.0,4.5169,4.4570587665638675,0.059841233436132235,0.010916,0.42212
44200.0,4.4946,4.451389193338629,0.04321080666137078,0.011212,0.4224
44360.0,4.584,4.445116445399793,0.13888355460020652,0.0115146,0.4226894
44510.0,4.5092,4.439063773962043,0.070136226037957,0.0117864,0.4229521
44670.0,4.6094,4.432469476269076,0.176930523730924,0.0120599,0.4232222
44820.0,4.5953,4.426201483858443,0.16909851614155702,0.0123004,0.42346680000000003
45130.0,4.502,4.413172853723077,0.08882714627692234,0.0127365,0.4239441
45290.0,4.5274,4.406511185347561,0.12088881465243873,0.0129293,0.4241757
45440.0,4.6375,4.400368672726568,0.2371313272734321,0.0130922,0.424382
45490.0,4.4484,4.39835125204854,0.05004874795146019,0.013143700000000001,0.4244495
45650.0,4.2763,4.392023085903104,-0.1157230859031042,0.013295,0.4246565
45810.0,4.3547,4.385930015098974,-0.031230015098973496,0.0134308,0.4248537
45960.0,4.393,4.380476882737076,0.012523117262923655,0.013544200000000001,0.4250274
46120.0,4.3455,4.374983019346316,-0.029483019346315587,0.0136534,0.425203
46270.0,4.3311,4.370175213279723,-0.03907521327972319,0.013742899999999999,0.4253577
46430.0,4.3301,4.365452778369989,-0.0353527783699894,0.013823499999999999,0.4255116
46580.0,4.2416,4.361439557934565,-0.11983955793456502,0.0138854,0.4256464
46740.0,4.4,4.357632737253763,0.0423672627462377,0.013935,0.425779
46890.0,4.1649,4.354533487325981,-0.18963348732598106,0.0139662,0.4258936
47050.0,4.1331,4.351751112731054,-0.2186511127310542,0.0139805,0.42600499999999997
47360.0,4.1909,4.347958996277499,-0.15705899627749886,0.0139556,0.42619039999999997
47680.0,4.1687,4.346305236886691,-0.1776052368866905,0.013856199999999999,0.42633699999999997
47990.0,4.2266,4.346867750266084,-0.12026775026608405,0.0136864,0.42643729999999996
48310.0,4.2152,4.349560341201977,-0.13436034120197693,0.0134398,0.42649400000000004
48620.0,4.3341,4.354011372200953,-0.019911372200952293,0.013127999999999999,0.4265062
48940.0,4.184,4.360217365187346,-0.17621736518734554,0.0127264,0.4264752
49230.0,4.4069,4.366955356344131,0.03994464365586925,0.0122868,0.426408
49500.0,4.4375,4.37390498504969,0.06359501495030973,0.011821,0.426314
49760.0,4.4681,4.380964709147713,0.0871352908522871,0.0113278,0.4261938
50030.0,4.5756,4.388420672073591,0.18717932792640823,0.0107799,0.4260391
50330.0,4.5497,4.39654117759754,0.15315882240245937,0.0101401,0.4258322
50630.0,4.4931,4.40416237657548,0.0889376234245205,0.0094474,0.4255886
50940.0,4.5605,4.411187657338379,0.14931234266162097,0.0086636,0.4252986
