age,d18O,filt_interp,residual,pre,obl
1002.9985,9.16,9.076305228856697,0.08369477114330337,0.017115790105,0.41135971664000004
1023.784,9.05,9.078102268316194,-0.02810226831619289,0.01711433512,0.41140627616000003
1044.5695,8.81,9.079934056858542,-0.269934056858542,0.017112880134999998,0.41145283568
1065.355,9.06,9.081800742521137,-0.02180074252113684,0.017111425149999998,0.4114993952
1086.1405,9.16,9.083702470224786,0.0762975297752142,0.017109970165,0.41154595472000005
1106.926,9.51,9.085639381731125,0.4243606182688744,0.01710733776,0.41159244498
1127.7115,9.33,9.087611615600212,0.2423883843997885,0.01710234924,0.411638796645
1148.497,9.21,9.089619307148354,0.1203806928516471,0.01709736072,0.41168514831
1169.2825,9.34,9.0916625884061,0.24833741159389966,0.0170923722,0.411731499975
1190.068,9.08,9.093741644576188,-0.01374164457618754,0.01708738368,0.41177785164
1210.8535,9.34,9.09585714297523,0.24414285702476946,0.0170806586,0.41182409477
1231.639,9.23,9.098008611205353,0.13199138879464734,0.0170723444,0.41187023858
1252.4245,9.0,9.10019616756096,-0.10019616756095928,0.0170640302,0.41191638239
1273.21,9.33,9.102419926841678,0.22758007315832174,0.017055716000000002,0.4119625262
1294.0055,8.91,9.104681097211738,-0.19468109721173832,0.017047397800000003,0.41200869221
1327.642,9.14,9.108415441623787,0.03158455837621332,0.01702924406,0.41208336524
1361.2785,9.37,9.112245700651389,0.25775429934861016,0.017010071255000002,0.41215803827
1394.915,9.31,9.1161732088174,0.19382679118259993,0.01699089845,0.4122327113
1428.5515,9.29,9.120196339495347,0.1698036605046518,0.01696687189,0.412307098815
1494.27,9.14,9.12833877955167,0.011661220448329956,0.0169182402,0.41245233670000003
1581.565,9.29,9.139730606518196,0.15026939348180335,0.016840591499999998,0.412644443
1668.86,9.2,9.151785513097753,0.04821448690224628,0.0167510084,0.4128358034
1756.155,8.88,9.164507087912654,-0.2845070879126528,0.01665005245,0.4130264179
1843.45,9.38,9.177895830133467,0.20210416986653357,0.0165374735,0.4132162865
2070.417,8.53,9.215830624731119,-0.6858306247311194,0.01619110778,0.41370569238
2088.024,9.21,9.218962004687125,-0.008962004687123937,0.01616188016,0.41374337136
2107.615,8.96,9.222477419699713,-0.26247741969971194,0.01612821685,0.4137852961
2127.206,8.95,9.226026116795442,-0.27602611679544253,0.01609275714,0.41382722084
2146.797,8.790000000000001,9.229608041389382,-0.4396080413893806,0.01605729743,0.41386914558
2166.388,8.88,9.233223135050276,-0.3532231350502748,0.01602183772,0.41391107032
2185.979,8.74,9.236871335487077,-0.49687133548707685,0.01598637801,0.41395299506
2205.57,8.94,9.240552576535872,-0.300552576535873,0.0159501385,0.41399480839999997
2225.161,9.35,9.2442667881474,0.1057332118526002,0.01591193605,0.41403634132
2244.752,9.21,9.248013896375161,-0.03801389637516017,0.0158737336,0.41407787424
2264.343,9.0,9.251793823364066,-0.25179382336406597,0.01583553115,0.41411940716
2283.934,9.36,9.255606487339628,0.104393512660371,0.0157973287,0.41416094008
2303.525,9.31,9.259451802597702,0.0505481974022981,0.0157585975,0.41420243775
2323.116,9.26,9.263329679494843,-0.0033296794948434183,0.0157174564,0.41424377475999996
2342.707,9.26,9.267240024439184,-0.007240024439184367,0.0156763153,0.41428511177
2362.298,9.16,9.271182739881866,-0.11118273988186544,0.0156351742,0.41432644877999997
2381.889,9.2,9.275157724309143,-0.07515772430914325,0.0155940331,0.41436778579
2401.48,8.81,9.279164872235002,-0.4691648722350017,0.0155526996,0.4144090932
2421.071,8.6,9.283204074194389,-0.6832040741943892,0.01550901167,0.41445003839
2440.662,9.71,9.287275216736996,0.4227247832630052,0.01546532374,0.41449098358
2460.253,8.36,9.291378182421624,-0.931378182421625,0.015421635809999999,0.41453192877
2479.844,8.35,9.295512978201117,-0.9455129782011173,0.01537794788,0.41457287396000003
2499.435,8.24,9.299679556520243,-1.0596795565202424,0.01533425995,0.41461381915
2627.072,9.39,9.327588668921148,0.06241133107885233,0.01502832,0.41487876832
2652.768,9.09,9.333365179902556,-0.2433651799025558,0.01496408,0.41493170207999996
2678.464,9.27,9.339193579169226,-0.06919357916922664,0.01489984,0.41498463584
2704.16,9.02,9.345074454296448,-0.3250744542964483,0.0148350592,0.415037528
2729.856,8.48,9.351005378853326,-0.8710053788533259,0.01476747872,0.4150902048
2755.552,8.3,9.356989061212918,-1.0569890612129171,0.01469989824,0.4151428816
2781.248,8.96,9.36302188826632,-0.4030218882663199,0.014632317760000001,0.4151955584
2832.64,9.43,9.37523891762496,0.054761082375039294,0.0144929136,0.4153002592
2896.88,9.51,9.39078655287163,0.11921344712837012,0.0143156112,0.4154306664
2961.12,8.99,9.406634306839855,-0.41663430683985503,0.0141303632,0.4155604624
3025.36,9.01,9.422775868207086,-0.41277586820708656,0.013941919999999998,0.41568972
3089.6,8.72,9.439200881030823,-0.7192008810308224,0.0137492,0.4158182
3153.84,8.83,9.45590331314935,-0.6259033131493492,0.0135500192,0.4159456032
3217.63,9.04,9.472752115947639,-0.43275211594763974,0.013348702499999998,0.4160717311
3330.4075,8.88,9.503155126005502,-0.6231551260055017,0.012978526725000002,0.416293294625
3443.185,9.05,9.534297971800878,-0.48429797180087775,0.012592852500000001,0.4165119152
3555.9625,10.19,9.56612076186362,0.6238792381363787,0.012190856125,0.416727888375
3631.22,9.87,9.58770392833132,0.28229607166867865,0.011913925,0.4168710058
3649.2025,9.7,9.592899776064371,0.10710022393562824,0.011846490625,0.41690499272500003
3667.185,9.34,9.598110324548529,-0.2581103245485288,0.01177905625,0.41693897965
3685.1675,9.45,9.603334759843714,-0.15333475984371425,0.011711621875,0.416972966575
